"","Rod.PR.CCA0","Rod.PR.CCA1","Bipolar.CCA2","Others.CCA3","MG.CCA4","Cone.PR.CCA5","Bipolar.CCA6","Bipolar.CCA7","Bipolar.CCA8","Amacrine.CCA9","Rod.PR.CCA10","Microglia.CCA11","RGC.CCA12"
"SST",0.00290726747093314,0,0.00235980626934451,0.0329474551378987,0,0,0.0211422466927945,0,1.20757603024675,0,0,0,0
"BCL6",0.0213928473709141,0.0624192636801568,0.0366678435847587,0.0378270908283063,0.32415240838296,0.0216253372235752,0.0994193417180705,0.165229834169974,0.143540887616341,0.193631425108566,0.0286884775598729,0.0658890588953051,0
"RP11-211G3.2",0.00367603737243,0.0108340548389158,0.00275738994291651,0.00193382190699206,0.0123339418320481,0.00661694889734136,0,0.00320825007924378,0,0,0.0201502401908631,0.0123275985344951,0
"LPP-AS2",0.00131876050227895,0.00130896837061188,0.00359699808927462,0.00363457503098745,0.0757977558846304,0.00927195718606396,0.00881985879406071,0,0,0.0225837448123396,0,0,0
"LPP",0.0256252661288157,0.027450789257435,0.131895976257943,0.0647950214973085,0.350607494582742,0.127821721628067,0.0673940293250221,0.119929883565099,0.0454941922675678,0.290459943004412,0.0157087719353364,0.0954113755308001,0.247749612050792
"TPRG1-AS1",0.00381167455547069,0.00768749471580546,0,0.0200259031110897,0.0663827818026535,0.00506656307045586,0.00545172146282771,0.0066250086125112,0,0,0,0.0392104996403132,0
"TPRG1",0,0.000914559643190043,0,0.00299451225683812,0.00471215783843896,0,0.00582555379170732,0.112568245977644,0,0,0,0.0534469652891025,0
"P3H2",0.00483258358606617,0.00489401849209498,0.0879625350701737,0.31916776694881,0.672460872496462,0.0656591710044263,0.0166320448736813,0.0329056479259141,0.0430381028810169,0.150263972688241,0,0.0967433295242697,0
"P3H2-AS1",0,0.00101308787970027,0.0628700630141322,0.0168021874092731,0.0760019739503238,0.0102411088532258,0.00266836374600913,0.0338187336714792,0.026024920267909,0.0860770162076364,0,0,0.132812707519855
"CLDN16",0,0.00117016869972443,0.00367967677719189,0,0,0.00315883606999096,0,0,0,0.0785471911524444,0,0,0
"IL1RAP",0.00268652557524602,0.00348278780483701,0.502490152731873,0,0.0124830100054118,0.0281055148017028,0.057840447766085,0.0326192855082933,0.0725718035377143,0.039348179690059,0,0.275855092735713,0
"GMNC",0.00212021716112251,0.000479150347604411,0.669980143250054,0,0,0,0.0215284922725191,0,0,0,0,0,0
"OSTN",0,0,0.00471641605203905,0,0,0,0.00739062794470332,0.00666931660846576,0,0,0,0,0
"UTS2B",0.000451464606739805,0,0,0,0,0,0,0,0,0.0178367579908676,0,0,0
"CCDC50",0.0860877114166862,0.167412650308093,0.222215906811479,0.214639088837731,0.317380982194031,0.226190552861234,0.542503683362098,0.449901300732764,0.328869642132791,0.449115247307638,0.140196909315675,0.74398594996325,0.376586091486474
"RP11-197K6.1",0.00210898357345383,0,0,0.00639908964722367,0,0.0278523368533936,0.028244164883006,0,0.0267922135563254,0.0435020174466609,0,0,0
"FGF12",0.0327954665159541,0.015450896938762,4.44905992479663,0.0594851716495246,0.122973744064253,0.86232491847734,3.42219478111285,1.56075802215504,4.1859437855036,0.83822594549406,0.0476315225416181,0.0484875111437394,3.68760189730851
"MB21D2",0.000331589262237766,0.00158347310122573,0.229794417165069,0.0063176302316296,0.00233131480326617,0.0734599405907278,0.285621252524877,0.153237446893285,0.0365355463356602,0.0167005669640424,0,0.0414291536099404,0
"RP11-143P4.2",0.0404441082165671,0.0371359973870766,0,0.0422045760292673,0.00677626140105981,1.86721336473647,0,0.0297952971612973,0,0.00662409581092181,0,0,0
"HRASLS",0.0538408671645726,0.0385979365738971,0.14682766793606,0.0812764155127289,0.00321716680205577,3.16248800140306,0.244886212305006,0.256121274987355,0.272720692947418,0.134238368580299,0.0740521327014218,0.0130032078913868,0.617143582679691
"ATP13A5-AS1",0,0,0.00288594624982829,0,0,0.0300041768810323,0.00705699144940098,0.00612764622402184,0,0.0104793682198488,0,0,0
"ATP13A4",0.0594098489123291,0.0313841748671129,0.0206966166402334,0.0120081250782382,0.0309889302909131,0.0535652998254203,0.0257965871432021,0.0224314274615038,0.0125381158722516,0.00608611610848867,0.17927611832034,0,0.0816736089234252
"OPA1",0.127371100825916,0.227981726049623,0.266785054675008,0.0959245028589715,0.209842247053289,0.270159613187153,0.37947487624542,0.389574261683862,0.284176931346759,0.473732559261881,0.246429568101664,0.0659839003513866,0.420653059824661
"RP11-135A1.2",0,0,0,0,0.00510305622037038,0,0,0.0117668551920246,0,0,0,0,0
"HES1",0.0962232186250765,0.0866602427430633,0.0924757489233209,6.72658271713653,22.7129413319054,0.154241291118071,0.160870043253476,0.162826788978345,0.214481402363639,0.115512178685825,0.136518012538506,0.456787441494706,0.381733376362336
"LINC02036",0,0.00524145564151773,0,0.0195473084299061,0.0362974693209347,0,0.0980889201964694,0.160925314792938,0.0628986611935579,0,0,0,0
"LINC00887",0.00318664985138929,0.0185420522288,0.0282361823288671,0.00415574916729176,0.0215774813009749,0.0224466353037613,0.0261922883612452,0.0335244736107195,0,0.0244487570240152,0,0,0
"ATP13A3",0.0698979356322311,0.132757201099327,0.176050303900917,0.0356230896833019,0.0924099600302811,0.174923592782899,0.330203827889846,0.24095834061771,0.324235745306646,0.351324998011189,0.151024239664605,0.0570404170743643,0
"LINC00884",0.00785394428541858,0.0190042569557951,0.0391465313740071,0.0190719474327468,0.00723714682723483,0.0310311385425897,0.0237789648511659,0.0303791017515763,0.0319895013899406,0.0781522415985221,0,0,0
"TMEM44-AS1",0.0596915045028274,0.046241790443659,0.0471876106752155,0.0296942224223666,0.058769930830035,0.0344171726421293,0.0604155841004551,0.0539006691352967,0.0322088048027649,0.0136717447129263,0.1830505727209,0,0
"TMEM44",0,0.000866969435512733,0.00718691768617877,0,0.00749906261717285,0,0,0.010336088245387,0,0,0,0,0
"RP11-534C12.1",0,0.000958330303533019,0,0,0,0,0.00791732413445833,0,0,0,0,0,0
"LSG1",0.129032782010399,0.235163667389097,0.158020424536567,0.130883165349363,0.0907144292680592,0.166335601651318,0.221183384209383,0.15268783186384,0.207327760945671,0.081800300738314,0.152186267774306,0.131311431936441,0.0649479938003797
"FAM43A",0.00295311544254461,0.00473136664410161,0.00613113440363938,0.00512000524288537,0,0.00559010805535767,0.00650020390695498,0.0746146001315269,0.140848286278063,0.0886228553219057,0,0.073055339075795,0.164331044338592
"LINC01972",0.000507618129845469,0,0,0,0,0.00328370667436368,0,0,0.0100454859604288,0,0,0,0
"XXYLT1",0.0358245188840309,0.044197022039565,0.0529984802166598,0.0191940726678295,0.0716988509707465,0.0471765305482153,0.0679982418308798,0.0761998808910223,0.118562318751709,0.101272839656868,0.0379450479815132,0.0563595297078577,0
"ACAP2",0.341568154264608,0.993555722018774,0.544100189584309,0.308416792530765,0.635932565948268,0.548724425196856,0.832479901010107,1.08928160633051,0.936793523414904,1.35707345799791,1.13784285673223,0.395821422512365,0
"PPP1R2",0.5800396279838,0.993466438639485,0.739011707363537,0.364744488333471,0.747098598554702,0.826346799605838,1.12372670131584,0.918980385426216,0.854462318962035,1.68930524756686,0.825173936832686,0.779910232241618,0.977768943587774
"AC091633.3",0.000243296263417059,0,0,0,0,0,0,0,0,0.0109518948968551,0,0.0109092892598047,0
"AC069513.4",0.0359616320760775,0.106214184952295,0.171060036632524,0.0371485455669354,0.0870116185933849,0.104677765776309,0.130096321006775,0.204358932682046,0.036378787660244,0.130105152074987,0.146528681264031,0,0.105068401637698
"LINC00969",0.401935136308635,1.45030062569014,1.52764430061148,0.260507624147065,0.959652441782676,1.1386001354932,1.48636163816995,1.47244174584895,2.02713288387165,1.77583199193065,1.48328359355102,0.50215845967149,0.460368557365549
"MUC20",0.0296687533388517,0.116224465297885,0.0879203297047319,0.0150826801445556,0.0630427249899181,0.0848081612733377,0.144959657198213,0.090005401288909,0.150241738963673,0.196981128391313,0.104105920084969,0.00823759192122885,0
"TNK2",0.0405130629043587,0.0930130021757896,0.113335881317976,0.0432799780139944,0.0586213704094623,0.152453411981941,0.13152324464084,0.171651927061357,0.196863746387548,0.31092240736546,0.0494848108060585,0.0512103722411229,0.146722075069629
"TNK2-AS1",0.00313218991934389,0.00191743242928391,0.00523199722076308,0,0,0.0306915118119124,0,0.00851049343840956,0,0,0,0,0
"AC124944.3",0.000448702993983047,0.00805673813706568,0.0157867469357741,0.00562512335659293,0.04002687115651,0.0306122136610065,0.013451411597758,0,0,0,0.0181514227992761,0,0
"RP11-352G9.1",0.00157824094944627,0.00670782600513702,0.0277695029201232,0,0.0150847644229377,0.00617471709893423,0.073842273906605,0.0710738096043373,0.0245146068031643,0.0367082541773305,0,0,0
"RP11-480A16.1",0.0159741013083727,0.0434904926519899,0.0693457934100298,0.0506706207770381,0.0589474231810123,0.0385891017123267,0.0773290560769093,0.0329240514628308,0.0530795110896743,0.0499389911390444,0.105865286818558,0.112574580659687,0
"TFRC",0.202203916939375,0.214577243297486,0.433753002823372,0.0811849654547985,0.108247993396333,0.520726382892744,0.26775049420012,0.242300480687848,0.146576448182933,0.220339947688473,0.58628574325848,0.195713129083532,0
"LINC00885",0,0.000756565627831447,0,0,0,0,0,0,0,0,0,0,0
"ZDHHC19",0,0.001095641145094,0,0.0321046869632498,0.0135471016207369,0.00603441669216208,0,0,0,0,0,0.0270916506025667,0.216227439033938
"SLC51A",0.00894818052716854,0.032643090978485,0.0148732914521329,0,0.0226358954786686,0.0137657443937738,0.0138927191914696,0.00677771271173574,0.00546487506202633,0.0424273535423783,0,0.0179966166360724,0
"PCYT1A",0.0681663881310987,0.180006692400204,0.153353440519552,0.0840450881486531,0.175990400682036,0.0897962598499948,0.164856570650376,0.255858189129659,0.105473778576214,0.133781480500376,0.0260117260861196,0.079092770349581,0.0233353168352643
"TCTEX1D2",0.863070669822443,0.467096374120682,0.596038590420734,0.512690931143803,0.281426048266975,0.659735522390746,0.503821752562675,0.514454654907031,0.338750574391165,0.482753693670448,0.27336119670754,0.083656273416895,1.64702281806445
"TM4SF19-TCTEX1D2",0.00329342066462881,0.000760318433525055,0,0,0,0,0,0,0,0,0,0,0
"TM4SF19-AS1",0.0176241052479108,0.0154831844015261,0.00668624038233059,0.00462229029947815,0,0.0148467953655163,0.00823717800871164,0,0,0,0,0.00849824171378942,0
"UBXN7",0.276532038212002,0.579364110808305,0.42629554620446,0.285326326289779,0.262232958933548,0.333251036752785,0.437027172532846,0.455217069826981,0.426811246008363,0.405245142320055,1.00357238305289,0.16981158854412,0.0212440065346564
"RNF168",0.238304552640838,0.492345672468142,0.45894694091917,0.215044659475758,0.289086826572038,0.421926713765123,0.358320627012547,0.521029747017993,0.550501106898862,0.374332645037073,0.411134281319969,0.261554861518068,0.183648986587924
"CTD-2002J20.1",0,0,0,0.008275258032643,0.00626376076440925,0,0,0,0,0,0,0,0
"SMCO1",0.00799433572168819,0.00585490204516812,0,0,0,0.0473962418389978,0,0,0,0,0.0522528830528224,0,0
"WDR53",0.0449238336327297,0.0824395454172249,0.0444145549788382,0.0504864674659604,0.0438395835287458,0.0383266496085895,0.054906006081914,0.0633122790287927,0.0241539311762385,0.0519783876887445,0.0196245817511014,0.022636880580342,0.0193290126547046
"FBXO45",0.0709177776577539,0.111591664132846,0.145141829255221,0.0593422724034271,0.030188379028597,0.155853611827304,0.120988738128251,0.109523507197802,0.203494214488228,0.103532233989807,0.0954707752176278,0.103833749965735,0.118522732660124
"LINC01063",0.0954571181673046,0.0570975233265144,0.0533235268571147,0.0794237460288891,0.0291917693905082,0.139884330931987,0.0258231805982337,0.0615471474525051,0.0433704409310589,0.0161800122464664,0.108593238319176,0,0
"NRROS",0.00289335762774423,0.00578452908145948,0.0219484066093881,0,0,0.0352893652694708,0,0,0,0.00994383720745231,0,0.126462351819301,0
"PIGX",0.63395178703507,0.655436202356937,0.602181834168584,0.583046556004237,0.686657706000035,0.883075878119231,0.676116207530601,0.578331761861499,0.612812556223741,0.662256363853605,0.427222622151987,0.140757475218301,0.47632380917752
"CEP19",0.205319209913422,0.230688601705835,0.167904507391842,0.133221782274511,0.132942781138787,0.298768575372277,0.19078870439771,0.114566107657091,0.110378652859764,0.200212595199994,0.0277478717382377,0.0139751856603415,0.251316187655223
"PAK2",0.484324581368761,0.654737783455842,0.539696434423946,0.501271158711155,0.935738358645266,0.502482704311326,0.764930612540484,0.612947398556743,0.567029871209203,0.780273083674627,0.374151585203716,0.476457435401048,0.171545912249208
"SENP5",0.273450493899027,0.570896668942824,0.497562075288454,0.303663675928741,0.46010410408386,0.678674156920938,0.553206227374863,0.702200588004592,0.613942158967386,1.01190936209819,0.478016459606145,0.224442607032703,0.0579007773515112
"NCBP2",0.931384635662264,1.01596358350422,0.919129296700045,1.22830790770569,1.06074903071469,1.31716944376276,0.989893197653503,0.811296779664651,1.17336653532898,1.07869091863812,1.24739589274265,0.598025641426937,1.53371777061048
"NCBP2-AS1",0,0.00131567857105823,0,0,0,0,0,0,0,0,0,0,0
"NCBP2-AS2",0.427738826841914,0.554605712431294,0.559718005989919,0.428027565157191,0.548141815644482,0.9748535866372,0.536449005001882,0.507440496756552,0.500307587710277,0.855610028862741,0.234410525146866,0.319310741184412,1.86824799291237
"PIGZ",0.191546905626939,0.152193357351261,0.266408862300525,0.234803086921841,0.0329665072141371,0.320628423279033,0.203394211531243,0.238469311610782,0.13831349301818,0.227639012909232,0.0810048239687342,0.0095868912683553,0
"MELTF",0.00397702779841188,0.00320367753803441,0,0.0281921487364718,0.0663676183993454,0,0.019692222222576,0.0127717275410058,0.027088270063509,0,0,0,0
"MELTF-AS1",0.0267718126805742,0.0424500526145883,0.0953328795013181,0.132529514930625,0.105871708480154,0.0424926567371068,0.0866106080925224,0.147388400219117,0.0483953783057105,0.0378885331482831,0.0924807578408064,0.00650560099717852,0.0479758969093927
"DLG1",0.186339844242222,0.673299258680933,0.182812197524228,0.39214413387188,1.04648274639508,0.336654293224327,0.668639366736618,0.300261001850355,0.222782494952496,0.33077553170872,0.450730822961053,0.0642961420836293,0
"DLG1-AS1",0.00614187701143739,0.00155911503242054,0,0,0,0,0,0.0100169859476915,0,0,0,0,0
"LINC02012",0.00583629811207492,0.0185774277323997,0.00383679796189292,0.00774335744624477,0.029170347708154,0.0222024440153837,0.00676728720434568,0.0325792326939116,0,0,0,0,0
"BDH1",0.290639648114343,0.519168766238943,0.25641637781516,0.259510910099289,0.437417812824128,0.394506800452057,0.236616973453654,0.214017154915986,0.323710983567364,0.458678381006692,0.432350613635113,0.142112781944111,0.152408293575912
"RP11-496H1.2",0.000278355396153173,0.00121464269584602,0.0124908601720488,0.00369086924012946,0.0170564941627111,0,0.00882956570448647,0.00994613175043962,0.020166331905557,0,0,0,0
"AC024560.2",0.000583237441656813,0.00616839889099598,0.0055417970561974,0.00579853679722459,0.0149270440720976,0.0117204099072566,0.00918443165359263,0.0525524046193056,0.0123189449446412,0,0,0,0
"RUBCN",0.0992776035759941,0.228747921770849,0.173431779602674,0.0663890224507331,0.299864182909952,0.188920695026741,0.239306476573903,0.276185881800642,0.28817107436592,0.325643692025343,0.112667799223442,0.113777956740665,0.0224629249423826
"FYTTD1",0.89637641175599,1.01695104757807,0.97890150854057,0.689517732437218,0.67759971731873,1.17438928282327,1.00779000638433,0.913234447402518,0.708199036647199,0.797957262856749,0.767352843262153,0.52415372059559,0.577409243231464
"RP11-803P9.1",0.0050182842803164,0.00293148399874058,0,0,0,0.00353596144787373,0,0,0,0,0.00947677763025594,0,0
"LRCH3",0.11424572755855,0.356066173574032,0.399986941793844,0.115371001982871,0.310954966011759,0.295890109420677,0.581725250416867,0.628462266853795,0.44511141198712,0.462161412311398,0.623073432038602,0.123085026389175,0.0212440065346564
"IQCG",0.43847928584951,0.663732793432865,0.0862308741559199,0.235482693444286,0.168012945135714,0.635889078721322,0.177331220794472,0.107963748393385,0.130316086026177,0.229069363836957,0.78139923575071,0.335685178835844,0.151930672559692
"RPL35A",22.5959903644198,14.3927414181565,16.4694635131884,28.9276425347254,9.79208672859269,18.3173451258088,12.7751295431987,13.9216316272015,12.8782545902422,8.44067709629524,11.4766083141635,31.7239811728806,20.2774610657407
"LMLN",0.164531563464206,0.338517680811276,0.155794327178396,0.0851549052390605,0.082648635196695,0.245870498269057,0.115032634362764,0.0856180247250367,0.159093865709992,0.153924910601706,0.401779037294308,0.110084906254394,0
"ZNF595",0.0930746751522641,0.138901826075557,0.0666756013464495,0.0605378407484321,0.0963102818726531,0.0313710017859837,0.0755038013457014,0.130456960221776,0.078864911876286,0.0976569079877907,0.0503396594756056,0.0478246528274831,0
"ZNF718",0.0566454187649188,0.0640671804772509,0.0678614085006215,0.0805289974421695,0.0463037138909611,0.0696196214093915,0.0284307995141762,0.0610311798277235,0.0369723267274305,0.0603953179346087,0.0839766065035155,0,0.0385717646968066
"ZNF141",0.07935845966004,0.24839544946133,0.211811292986717,0.10781409489184,0.156952162030379,0.143175764714723,0.475924008497744,0.319693144250694,0.286047301186367,0.257096289206686,0.428376291415141,0.0881279145390247,0
"RP11-2H3.6",0,0.00213392220270311,0.00270911818744822,0,0.00799798450790401,0,0,0,0.00718378418762895,0.0178750867923437,0,0,0
"ZNF721",0.235526669283221,0.453131941450317,0.374780272486355,0.228722350366275,0.43320034237894,0.301543500302543,0.415725320434862,0.318088945709836,0.336819072983404,0.508511177703519,0.557515583853522,0.198265187600053,0
"PIGG",0.0440041116004453,0.0676671690479722,0.0757780725694129,0.0149889017568215,0.135661185838104,0.0534609370391648,0.0722487982587506,0.101372325443611,0.0917411343149752,0.0754386408438562,0.0882211962049063,0.0305001073416179,0
"RP11-1263C18.1",0,0,0,0,0,0,0.00475996224397948,0,0,0.0355346319203868,0,0,0
"RP11-1263C18.2",0,0,0.00516678787638291,0,0,0,0.0403442588137407,0.0385576078989098,0,0.0925359194891094,0,0,0
"PDE6B",2.22447332582594,4.69364865449695,0.127702929938925,0.874666750287277,0.426382620319247,1.33875547269924,0.340654542880123,0.313995200133036,0.131033599844994,0.187711968265791,4.07224910566317,0.150565131944596,0.193656363237838
"RP11-1191J2.2",0.00217658756594755,0.0111616649248118,0.0745130672516052,0,0.0147257405516132,0.00605535002227744,0.105653319444832,0.139930147103544,0.0266396606972776,0.084151156615917,0,0,0
"RP11-1191J2.5",0.000683289966572806,0.00721654639879185,0.0881498224947739,0.044013494586197,0.147294008624645,0.0112067297371475,0.0997094133636086,0.0926145420583925,0.0741102541201034,0.0668518746865508,0.02154243860405,0.0103038077721622,0
"ATP5I",15.6138416538802,7.70899315821921,9.96763262504865,10.8563636816526,4.43505980810774,17.8257138305949,6.15825732557775,8.30111461706731,7.6556207794458,5.71361389472398,6.42278724816848,4.40976596957061,17.9825306705536
"MYL5",0.227643520307774,0.503851166116043,0.0981435091264751,0.273443700271839,0.116422239035433,0.0749689301354973,0.0580477463277694,0.116426840042508,0.114777546951584,0.0546862984759249,0.548536192997597,0.130293324661252,0.332086448577417
"MFSD7",0,0.00177253339281052,0,0,0,0,0,0,0,0,0,0.0121158811335134,0
"PCGF3",0.112089394471318,0.107366467175434,0.100275505617339,0.0517998063388095,0.106980796573981,0.170327012683107,0.120807171475819,0.246744370272626,0.131544301880185,0.152597481254626,0.181461856738897,0.0636358687481044,0.581923559471065
"RP11-440L14.4",0.0139735379329439,0.0315345098678042,0.0287757906885424,0.0102440304525902,0.016971044037785,0.0181613677565052,0.0219886214211885,0.0322559609685606,0.0354857824410134,0.0298844545896117,0.0730920919411435,0.0351666151563564,0
"RP11-440L14.1",0.126069285691056,0.187037573767875,0.0979737455526671,0.116535107929449,0.20200688963758,0.108594064269377,0.0755347296931075,0.113219859654299,0.085125967079148,0.0985104754381676,0.0253169684449305,0.0367603375831481,0
"CPLX1",0.0318583937085165,0.0231921809184689,0.0240190837352513,0.194335094115773,0.196795294189001,0.254057492205065,0.501928302838491,0.196837495733055,0.200077697264746,0.764884524488099,0.102941509590675,0,12.7028606208844
"GAK",0.0969326178818755,0.146154813916571,0.0932096538335811,0.094457342001533,0.234155116542827,0.15905621246752,0.165522146066862,0.197523642481667,0.128883335212936,0.135344539581974,0.174419353866413,0.318931559133412,0.014999272535282
"TMEM175",0.195096387061815,0.355609968795166,0.225291815108963,0.216928106689235,0.464979060791856,0.218206297951986,0.222411346687813,0.185614076807234,0.235208645614019,0.386082305823798,0.235867915718314,0.109079399160025,0.00928207770027243
"DGKQ",0.00206563003665394,0.00633246537089017,0.00303962824130758,0.00215446478354954,0.0219638054255164,0.010914688069211,0.0083442573569231,0.00481540621803774,0,0.0732201568294596,0.0514027819185574,0.105398511773014,0
"SLC26A1",0.00152503823973262,0.00101442882990504,0.00971774839560172,0.00201684916126302,0.0126708833287814,0,0,0.0105451861225351,0.012439481920457,0.00662409581092181,0,0,0
"IDUA",0.00225898918554404,0.0103449056990373,0.0223834752038121,0.00606865311692801,0.0408505180733176,0.0114227318128555,0.00914565832735055,0.00403514775097005,0,0,0.00947677763025594,0.182162637331462,0
"FGFRL1",0.00325662272004435,0.00845154180817937,0.0166523799998158,0.275960885652726,0.615052308292839,0,0.0125294602060388,0.00818842549679178,0.0290064564221923,0,0,0,0
"RNF212",0.12844533381781,0.127581606065606,0.102905175005399,0.115098421321452,0.0386356209833308,0.139147755833069,0.177252926121332,0.0335938847119242,0.0636431436412694,0.116772907856363,0.0259903583257546,0.141999559916132,0.0212440065346564
"RP11-20I20.2",0,0.00191782317068316,0,0.0027152368229557,0,0.00268275245035902,0,0,0.00480975495260468,0,0,0,0
"AC092535.3",0.00425754615007318,0.00973501357484763,0,0,0.00559830483329648,0.00461619777637753,0.0145934582152265,0,0.0128559160354412,0.00519990515373,0.0849343457507347,0,0
"SPON2",0.00047106297810537,0.00259305565728918,0.017658241675334,0,0.0138144287336185,0.00634841559106944,0.049463405851934,0,0.178461256506513,0.145783257413304,0,0.0642938102681153,0
"RP11-20I20.4",0,0,0.00501352649448211,0,0.00702096812129425,0,0.00665298369686345,0,0.0159440809193995,0,0.00947677763025594,0,0
"CTBP1-AS",0.00147838127096765,0.012069897812786,0.00341864914130371,0.00507420002699474,0.0123323302708399,0.00759826761144688,0.0225757355156276,0.0223110698604219,0.0125909697564906,0,0,0.111506960822029,0
"CTBP1",0.205161105977702,0.232735503758763,0.455159902751998,0.348609863211795,0.384111502258279,0.457764648602465,0.627148168817783,0.412077012791914,0.41938332570203,0.805978706073175,0.236238693603427,0.130188617950609,0.342396092637943
"CTBP1-AS2",0.0613597317582279,0.121971127907076,0.121136043482666,0.0743465601538326,0.113917305316869,0.0675747689494242,0.13277403593547,0.0966726486065028,0.176721519046874,0.181870236913985,0.0857190799712358,0.0709392179697817,0
"MAEA",0.174520626804439,0.283791273289205,0.160044322565569,0.173339561217625,0.23324875860643,0.171399504298302,0.227867144110374,0.269649886138684,0.273258434848132,0.37907344704378,0.411010424832804,0.194454334315101,0.16524290081533
"UVSSA",0.0331326842659797,0.0961614154118302,0.0570079926495668,0.0121693964970092,0.0506003458438583,0.0248925844649165,0.0790195451837332,0.0820929520782171,0.11411541687932,0.0514635202187464,0.269804439162812,0.150731867709301,0.103271645736946
"CRIPAK",0.0118416170182618,0.0495581105861152,0.046014711498171,0.00842400691524728,0.0605051000478376,0.124153465216123,0.0734271085819573,0.0177533911975244,0.0836173100529928,0.0613371358468201,0.0907768796342879,0.0253724872213963,0
"RP11-1398P2.1",0,0,0,0,0,0,0,0,0,0,0,0.037957283922474,0
"FAM53A",0.000251645446664377,0.00315146314121154,0.00524381649159311,0,0,0.00456336575604703,0,0,0,0,0,0,0
"SLBP",0.232349837840779,0.302446703224488,0.248598617793223,0.184547504809734,0.46256231187267,0.208710888420537,0.289232278522014,0.387460988153222,0.223692031045396,0.708274523408899,0.159269502295443,0.189015603231878,0.5977979344649
"RP11-572O17.1",0.0108586117627264,0.0399557361798667,0.0630224910223917,0,0.0316416049242044,0.0163453944806752,0.0505806716729594,0.0823029602658936,0.0212523727714709,0.0426019583585448,0,0.0745212012817647,0
"TMEM129",0.205892900752373,0.25304059578646,0.26948939445597,0.357072728585884,0.325792806780342,0.158444597300198,0.23353744490304,0.299723702694118,0.309139554130326,0.329630801315317,0.3317195280597,0.124108530643991,0.0335501793257085
"TACC3",0.0108389597335029,0.0189517023445127,0,0.00228089599068665,0.00800611667313828,0.0124041666028662,0.00283835940555671,0,0.0228347901097072,0.117429769781803,0.175793257262118,0.0286246476556617,0.134915120732558
"FGFR3",0.00869361919483034,0.0094268416339317,0,0.00274246699166729,0,0,0,0,0,0,0,0,0.0364922216829483
"LETM1",0.183928247725146,0.402058586215187,0.217944793096087,0.123681718812856,0.204781825409887,0.464550483097473,0.296513120699757,0.185751319741,0.186001110346657,0.626292404036673,0.130029569045663,0.0475344199323828,0.0719792124034579
"NSD2",0.260519574311507,0.560061888321942,0.244200758956811,0.131039518382575,0.203764884722358,0.486463536314477,0.393386610665412,0.340508615643636,0.344080048878579,0.428237283963719,0.71250759417528,0.0763279577049664,0.544731227258621
"NELFA",0.0987684171450371,0.212510545608827,0.161701294901093,0.147410890404469,0.262847710821135,0.169260870992957,0.19617258621467,0.189191102199111,0.157490524992991,0.260285674692646,0.0568380593716049,0.0230386146372378,0
"C4orf48",0.0461199000345227,0.0393830236464091,0.799751802866637,1.15927032039697,0.984927507789044,0.00966755845759077,0.221599626409753,0.262159235006455,0.068651326120397,1.47014238613365,0.0330037360229178,1.59540859168341,5.68889154615509
"NAT8L",0.00842631781378048,0.00470493532403142,0.0080820750305265,0.0919288508568618,0.30016482437752,0.006335871319952,0.0256376373545339,0.0675173929771983,0.0583933345800634,0.382276689639674,0.0491355917167565,0,0.347588775836724
"POLN",0.0120962249908877,0.03579772736066,0.0554764639438217,0.0164914137527399,0.0705697391497857,0.0245268614366137,0.0552694974086364,0.022041633364923,0.0122518389805252,0.0387253794315941,0.0669857147095848,0,0
"HAUS3",0.0700506828646224,0.153229840042636,0.122754000507317,0.0781493289429734,0.145308846632867,0.156266888707163,0.184807682254784,0.234680920284102,0.151330272528956,0.237631822761323,0.0820715202923893,0.083548378277199,0.0105176027859026
"MXD4",0.163800082554109,0.332919919783149,0.231399814084821,0.169419574634308,0.212400767706694,0.19816525797402,0.47855518477975,0.316519123512902,0.6438732733348,0.65651357634581,0.267061263182735,0.29358128200381,0.330095254921731
"ZFYVE28",0.0913146559511123,0.185500951500459,0.0477173635895941,0.0374389480276244,0.00772521342281583,0.122922107538945,0.129657539475554,0.0702285017285149,0.117639686442211,0.140700209035517,0.136496222934817,0.00823759192122885,0.0548630617977528
"CFAP99",0.0173422052441505,0.0513409195345796,0,0,0,0.0299869436408291,0.007353262039031,0.00488723200863281,0,0,0.0417867910505141,0,0
"RNF4",0.112734666470325,0.157600540158085,0.256969410894183,0.160353660623848,0.163307435407241,0.208832343383096,0.147841676123243,0.212799062826047,0.198107471852214,0.229232503655161,0.0759824582297871,0.121285865123645,0.517725973729597
"FAM193A",0.0854468013408532,0.169585705236432,0.207140019784055,0.0609359049943147,0.205123857155721,0.122502461207877,0.268205345900127,0.180124087149574,0.247927518268388,0.172211336108661,0.199057354650774,0.0964430064352051,0.272614128777981
"TNIP2",0.0994220289397536,0.094300468074414,0.0689619020167585,0.150626343228102,0.221062875033746,0.0508929406900676,0.0408922379427534,0.0530534695080808,0.018806404999569,0.0354161379143755,0.0386569045097145,0.0694057140139491,0.0891035293907992
"SH3BP2",0.020556337874354,0.0199797543512519,0.00466233419023814,0.0935103772821193,0.370081168590779,0.0135192094167279,0.0143273341759718,0,0.0078624511348662,0,0,0.272498907081032,0
"ADD1",4.28153250637609,7.29674576882044,0.708453195402646,2.5000355451768,2.63852260026409,2.86992395924027,0.92102288627404,0.909630026316453,0.839498845878523,0.884269076029144,8.52270187983604,0.655814529694564,0.812340665677327
